NumberOfBHK,Price,Transaction,BuiltUpArea,Availability,PostedDate,PostedBy,ReraApproved,AreaName
4,3 Crores,New Property,2800 Sq.Ft.,Ready To Move,10-Dec-2024,Broker,Yes," Devanahalli, Bangalore"
1,55 Lakhs,New Property,632 Sq.Ft.,Ready To Move,07-Dec-2024,Broker,Yes," Rayasandra, Bangalore"
3,1.09 Crore,Resale,1860 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yeshwanthpur, Bangalore"
2,85 Lakhs,Resale,1216 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Infantry Road, Bangalore"
3,1.70 Crore,Resale,2990 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Old Madras Road, Bangalore"
3,65.11 Lakh,Resale,1497 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Marathahalli, Bangalore"
3,1.33 Crore,Resale,1930 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Hoodi, Bangalore"
4+,5.10 Crore,Resale,6800 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Doddaballapur Road, Bangalore"
3,47 Lakhs,Resale,1220 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Chikbanavara, Bangalore"
2,1.04 Crore,Resale,1520 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Hoodi, Bangalore"
3,44.62 Lakh,Resale,1275 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Electronic City Phase I, Bangalore"
2,44.71 Lakh,Resale,1028 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
4,6.90 Crore,Resale,6651 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
3,78.75 Lakh,Resale,1400 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Bellandur, Bangalore"
2,60.84 Lakh,Resale,1521 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No, S
2,55.68 Lakh,Resale,1280 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Electronic City Phase I, Bangalore"
2,44.10 Lakh,Resale,1176 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," HSR Layout, Bangalore"
4,4.94 Crore,New Property,4857 Sq.Ft.,Ready To Move,07-Dec-2024,Broker,Yes," Jakkur, Bangalore"
3,3.68 Crore,New Property,2796 Sq.Ft.,Ready To Move,10-Dec-2024,Broker,Yes," Whitefield, Bangalore"
4,7.39 Crore,New Property,4466 Sq.Ft.,Ready To Move,10-Dec-2024,Broker,Yes," Jayanagar, Bangalore"
4,2.75 Crore,New Property,2400 Sq.Ft.,Ready To Move,09-Dec-2024,Broker,Yes," Sarjapur Road, Bangalore"
4,6 Crores,New Property,3920 Sq.Ft.,Ready To Move,07-Dec-2024,Broker,No," Old Madras Road, Bangalore"
3,91.72 Lakh,New Property,1350 Sq.Ft.,Ready To Move,10-Dec-2024,Broker,Yes," Bellandur, Bangalore"
3,2.27 Crore,Resale,3180 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kasavanahalli, Bangalore"
2,53.04 Lakh,Resale,1040 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Hoodi, Bangalore"
3,57.27 Lakh,Resale,1409 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Akshayanagar, Bangalore"
3,5.39 Crore,Resale,3372 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Frazer Town, Bangalore"
2,1.40 Crore,Resale,3500 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Electronic City Phase I, Bangalore"
2,32.92 Lakh,Resale,902 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,Yes," Kengeri, Bangalore"
3,1.12 Crore,Resale,1780 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
3,55.56 Lakh,Resale,1176 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No, Thanisandra Ma
2,37.26 Lakh,Resale,1035 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Munnekollal, Bangalore"
2,85.10 Lakh,Resale,1150 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Koramangala, Bangalore"
3,95.37 Lakh,Resale,1870 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Hennur Road, Bangalore"
2,31.91 Lakh,Resale,925 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kumaraswamy Layout, Bangalore"
3,90 Lakhs,Resale,1800 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," ITPL Road, Bangalore"
3,70.88 Lakh,Resale,1602 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Bilekahalli, Bangalore"
4,6.13 Crore,Resale,3100 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Doddanekkundi, Bangalore"
4,6.71 Crore,New Property,3728 Sq.Ft.,Ready To Move,07-Dec-2024,Broker,No," Malleshwaram, Bangalore"
4,6.90 Crore,New Property,3975 Sq.Ft.,Ready To Move,06-Dec-2024,Broker,Yes," Hebbal, Bangalore"
3,1.17 Crore,New Property,1186 Sq.Ft.,Ready To Move,07-Dec-2024,Broker,Yes," Vijaya Nagar, Bangalore"
3,66.64 Lakh,New Property,1750 Sq.Ft.,Ready To Move,28-Nov-2024,Broker,Yes," Whitefield, Bangalore"
1,45.16 Lakh,Resale,666 Sq.Ft.,Ready To Move,09-Dec-2024,Broker,Yes," Sarjapur Road, Bangalore"
3,1.35 Crore,New Property,1592 Sq.Ft.,Ready To Move,07-Dec-2024,Broker,Yes," Rayasandra, Bangalore"
1,32 Lakhs,Resale,593 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Devanahalli, Bangalore"
2,31.91 Lakh,Resale,925 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kumaraswamy Layout, Bangalore"
4,6.13 Crore,Resale,3100 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Doddanekkundi, Bangalore"
4+,7.50 Crore,Resale,6500 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," JP Nagar, Bangalore"
2,51.40 Lakh,Resale,1005 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Thirumalashettyhally, Bangalore"
3,56.06 Lakh,Resale,1699 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Akshayanagar, Bangalore"
2,18.56 Lakh,Resale,550 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Electronic City Phase II, Bangalore"
2,53.29 Lakh,Resale,1165 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kodigehalli, Bangalore"
2,57.50 Lakh,Resale,1150 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Narayanapura, Bangalore"
2,32.72 Lakh,Resale,909 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," HBR Layout, Bangalore"
2,57.61 Lakh,Resale,1164 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No, Thanisandra Ma
2,44.03 Lakh,Resale,1030 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
2,92.28 Lakh,Resale,1150 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," HRBR Layout, Bangalore"
2,33.75 Lakh,Resale,1125 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Varthur, Bangalore"
1,22.50 Lakh,Resale,506 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kaggadasapura, Bangalore"
3,1.16 Crore,New Property,1455 Sq.Ft.,Ready To Move,10-Dec-2024,Broker,Yes," Kanakapura Road, Bangalore"
2,1.06 Crore,New Property,1280 Sq.Ft.,Ready To Move,10-Dec-2024,Broker,Yes," Whitefield, Bangalore"
3,1.12 Crore,New Property,1498 Sq.Ft.,Ready To Move,07-Dec-2024,Broker,Yes," Devanahalli, Bangalore"
4,2 Crores,New Property,2100 Sq.Ft.,Ready To Move,10-Dec-2024,Broker,Yes," Devanahalli, Bangalore"
4,2.60 Crore,New Property,2600 Sq.Ft.,Ready To Move,28-Nov-2024,Broker,Yes, Thanisandra Ma
2,65.70 Lakh,New Property,997 Sq.Ft.,Ready To Move,28-Nov-2024,Broker,Yes," Devanahalli, Bangalore"
3,27.75 Lakh,Resale,1000 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Chandapura, Bangalore"
2,34.14 Lakh,Resale,785 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Ganga Nagar, Bangalore"
2,38.76 Lakh,New Property,1200 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Bannerghatta Road, Bangalore."
4,8.50 Crore,Resale,6500 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
3,1.30 Crore,Resale,1996 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur Attibele Road, Bangalore"
4,4.50 Crore,Resale,3725 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
4,4.85 Crore,New Property,4001 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
4+,5 Crores,Resale,3828 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
2,81 Lakhs,New Property,1160 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kamala Nagar, Bangalore"
2,1.35 Crore,Resale,1150 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Old Madras Road, Bangalore"
2,1.33 Crore,New Property,1150 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Old Madras Road, Bangalore"
2,75 Lakhs,New Property,1200 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Old Madras Road, Bangalore"
3,1.72 Crore,New Property,1387 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
3,1.22 Crore,Resale,1106 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kanakapura Road, Bangalore"
2,88.70 Lakh,Resale,983 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
2,77.45 Lakh,New Property,1009 Sq.Ft.,Ready To Move,07-Dec-2024,Broker,Yes," Devanahalli, Bangalore"
4,8.24 Crore,New Property,4543 Sq.Ft.,Ready To Move,06-Dec-2024,Broker,Yes," Hebbal, Bangalore"
3,3.23 Crore,New Property,2037 Sq.Ft.,Ready To Move,10-Dec-2024,Broker,Yes," Jayanagar, Bangalore"
3,98.23 Lakh,Resale,1665 Sq.Ft.,Ready To Move,09-Dec-2024,Broker,Yes," Varthur Road, Bangalore"
4,4.78 Crore,New Property,3891 Sq.Ft.,Ready To Move,09-Dec-2024,Broker,Yes," Bannerghatta Road, Bangalore"
2,1.07 Crore,New Property,1225 Sq.Ft.,Ready To Move,10-Dec-2024,Broker,Yes," Gunjur, Bangalore"
2,88.70 Lakh,Resale,983 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
3,1.70 Crore,Resale,1366 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
3,1.93 Crore,New Property,1545 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," BTM Layout, Bangalore"
4+,3 Crores,Resale,2712 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
1,70 Lakhs,Resale,684 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kanakapura Road, Bangalore"
3,3.30 Crore,New Property,2605 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," BTM Layout, Bangalore"
4,7.55 Crore,New Property,4201 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
4,5.95 Crore,New Property,4201 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
2,95 Lakhs,Resale,1220 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Devanahalli, Bangalore"
4,7.95 Crore,New Property,5200 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Hebbal, Bangalore"
3,2.14 Crore,Resale,1737 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Mysore Road, Bangalore"
3,1.10 Crore,Resale,1410 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Electronic City Phase I, Bangalore"
3,1.77 Crore,New Property,1680 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Old Madras Road, Bangalore"
3,1.93 Crore,New Property,1545 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," BTM Layout, Bangalore"
3,1.08 Crore,New Property,1540 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kamala Nagar, Bangalore"
4,3 Crores,New Property,2800 Sq.Ft.,Ready To Move,10-Dec-2024,Broker,Yes," Devanahalli, Bangalore"
2,77.45 Lakh,New Property,1009 Sq.Ft.,Ready To Move,07-Dec-2024,Broker,Yes," Devanahalli, Bangalore"
3,96.50 Lakh,New Property,1273 Sq.Ft.,Ready To Move,28-Nov-2024,Broker,Yes," Devanahalli, Bangalore"
2,2.76 Crore,New Property,1730 Sq.Ft.,Ready To Move,23-Nov-2024,Broker,Yes," Jayanagar, Bangalore"
2,77.14 Lakh,New Property,980 Sq.Ft.,Ready To Move,07-Dec-2024,Broker,Yes," Mysore Road, Bangalore"
2,1.29 Crore,New Property,1345 Sq.Ft.,Ready To Move,10-Dec-2024,Broker,Yes," Chikkavaderapura, Bangalore"
2,1.33 Crore,New Property,1215 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," KR Puram, Bangalore"
4+,4 Crores,New Property,4000 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Devanahalli, Bangalore"
1,52 Lakhs,New Property,525 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kanakapura Road, Bangalore"
3,4.19 Crore,Resale,2400 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
2,60 Lakhs,New Property,740 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Devanahalli, Bangalore"
4,6.10 Crore,New Property,4401 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
4,3.50 Crore,Resale,3001 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Hebbal, Bangalore"
4+,4 Crores,Resale,3675 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Chikkanagamangala, Bangalore"
4,4.85 Crore,New Property,4000 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
4+,7.14 Crore,Resale,4400 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Devanahalli, Bangalore"
4,4.50 Crore,New Property,3726 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
4,7.55 Crore,New Property,6500 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
4+,5 Crores,Resale,3500 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
4,8.50 Crore,Resale,6500 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
4+,4.45 Crore,Resale,4000 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Devanahalli, Bangalore"
4,3.50 Crore,New Property,3048 Sq.Ft.,Ready To Move,07-Dec-2024,Broker,Yes," Kundalahalli, Bangalore"
4,3.18 Crore,New Property,2700 Sq.Ft.,Ready To Move,07-Dec-2024,Broker,Yes," Bannerghatta Road, Bangalore"
2,76.59 Lakh,New Property,997 Sq.Ft.,Ready To Move,07-Dec-2024,Broker,Yes," Devanahalli, Bangalore"
2,1.24 Crore,New Property,1177 Sq.Ft.,Ready To Move,07-Dec-2024,Broker,Yes," Banashankari 6th Stage, Bangalore"
4,3.41 Crore,New Property,2740 Sq.Ft.,Ready To Move,10-Dec-2024,Broker,Yes," Sarjapur Road, Bangalore"
2,89.20 Lakh,New Property,959 Sq.Ft.,Ready To Move,07-Dec-2024,Broker,Yes," Kanakapura Road, Bangalore"
4+,5.80 Crore,New Property,3745 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
4,8 Crores,Resale,7801 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Hebbal, Bangalore"
2,1.15 Crore,Resale,1126 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Devanahalli, Bangalore"
4,5.29 Crore,New Property,4201 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Old Madras Road, Bangalore"
4,5.39 Crore,Resale,4000 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Old Madras Road, Bangalore"
4,7.55 Crore,New Property,4200 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
2,80 Lakhs,Resale,1030 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Mysore Road, Bangalore"
2,1.40 Crore,Resale,1281 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," KR Puram, Bangalore"
2,1.37 Crore,Resale,1250 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," KR Puram, Bangalore"
3,1.49 Crore,Resale,1309 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kanakapura Road, Bangalore"
3,1.50 Crore,New Property,1308 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kanakapura Road, Bangalore"
3,1.40 Crore,New Property,1343 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Devanahalli, Bangalore"
3,5.95 Crore,Resale,3672 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Hebbal, Bangalore"
3,1.26 Crore,Resale,1625 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Devanahalli, Bangalore"
2,1.42 Crore,New Property,1291 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," KR Puram, Bangalore"
3,1.46 Crore,New Property,1395 Sq.Ft.,Ready To Move,07-Dec-2024,Broker,Yes," Banashankari 6th Stage, Bangalore"
3,1.10 Crore,New Property,1466 Sq.Ft.,Ready To Move,07-Dec-2024,Broker,Yes," Devanahalli, Bangalore"
4,3.41 Crore,New Property,2740 Sq.Ft.,Ready To Move,10-Dec-2024,Broker,Yes," Sarjapur Road, Bangalore"
1,50.44 Lakh,New Property,554 Sq.Ft.,Ready To Move,07-Dec-2024,Broker,Yes," Kanakapura Road, Bangalore"
4,6.71 Crore,New Property,3728 Sq.Ft.,Ready To Move,07-Dec-2024,Broker,No," Malleshwaram, Bangalore"
3,99 Lakhs,New Property,1150 Sq.Ft.,Ready To Move,28-Nov-2024,Broker,Yes," Whitefield, Bangalore"
3,1.93 Crore,New Property,1545 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," BTM Layout, Bangalore"
4+,3 Crores,Resale,2712 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
1,70 Lakhs,Resale,684 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kanakapura Road, Bangalore"
3,1.76 Crore,New Property,1604 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," KR Puram, Bangalore"
3,3.30 Crore,New Property,2605 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," BTM Layout, Bangalore"
4,7.55 Crore,New Property,4201 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
4,5.95 Crore,New Property,4201 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
3,2.14 Crore,Resale,1737 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Mysore Road, Bangalore"
4,7.95 Crore,New Property,5200 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Hebbal, Bangalore"
2,95 Lakhs,Resale,1220 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Devanahalli, Bangalore"
3,1.20 Crore,New Property,1730 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Nagavara, Bangalore"
3,1.10 Crore,Resale,1410 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Electronic City Phase I, Bangalore"
2,1.40 Crore,Resale,1425 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Old Madras Road, Bangalore"
2,90 Lakhs,Resale,1185 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
4,5.95 Crore,New Property,4200 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
4,8.55 Crore,New Property,4465 Sq.Ft.,Ready To Move,07-Dec-2024,Broker,No," Malleshwaram, Bangalore"
3,1.64 Crore,New Property,1580 Sq.Ft.,Ready To Move,07-Dec-2024,Broker,Yes," JP Nagar, Bangalore"
3,1.21 Crore,New Property,1571 Sq.Ft.,Ready To Move,10-Dec-2024,Broker,Yes," Samethanahalli, Bangalore"
2,1.06 Crore,New Property,1280 Sq.Ft.,Ready To Move,10-Dec-2024,Broker,Yes," Whitefield, Bangalore"
4,3.87 Crore,New Property,4088 Sq.Ft.,Ready To Move,07-Dec-2024,Broker,Yes," Jakkur, Bangalore"
4,3.35 Crore,New Property,2115 Sq.Ft.,Ready To Move,09-Dec-2024,Broker,Yes," Whitefield, Bangalore"
4,8 Crores,Resale,7801 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Hebbal, Bangalore"
4+,5.20 Crore,New Property,3500 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
3,95.48 Lakh,New Property,1705 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Doddaballapur Road, Bangalore."
3,2.50 Crore,New Property,1985 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
1,33 Lakhs,New Property,610 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur Attibele Road, Bangalore."
4,5.29 Crore,New Property,4201 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Old Madras Road, Bangalore"
3,86 Lakhs,New Property,1510 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Devanahalli, Bangalore."
4,5.39 Crore,Resale,4000 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Old Madras Road, Bangalore"
2,93.27 Lakh,New Property,1490 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Devanahalli, Bangalore."
4,7.55 Crore,New Property,4200 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
3,93.86 Lakh,New Property,1495 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Electronic City Phase I, Bangalore."
4,2.05 Crore,New Property,2591 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore."
3,1.22 Crore,Resale,1106 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kanakapura Road, Bangalore"
2,80 Lakhs,Resale,1030 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Mysore Road, Bangalore"
2,98.05 Lakh,New Property,1325 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Banashankari, Bangalore."
3,2.27 Crore,New Property,2540 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,Yes," Devanahalli, Bangalore"
4,2.49 Crore,New Property,2428 Sq.Ft.,Ready To Move,09-Dec-2024,Broker,Yes," Whitefield, Bangalore"
3,1.06 Crore,New Property,1518 Sq.Ft.,Ready To Move,10-Dec-2024,Broker,Yes," Begur Road, Bangalore"
4,4.17 Crore,New Property,3556 Sq.Ft.,Ready To Move,10-Dec-2024,Broker,Yes," Whitefield, Bangalore"
4,8.62 Crore,New Property,5219 Sq.Ft.,Ready To Move,10-Dec-2024,Broker,Yes," Jayanagar, Bangalore"
4,7.13 Crore,New Property,3633 Sq.Ft.,Ready To Move,09-Dec-2024,Broker,No," Benson Town, Bangalore"
3,39.88 Lakh,New Property,867 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Chandapura, Bangalore."
2,28.42 Lakh,New Property,618 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Chandapura, Bangalore."
2,83.32 Lakh,New Property,1291 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur Road, Bangalore."
4,7.95 Crore,New Property,6501 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
4+,2.80 Crore,Resale,2815 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Devanahalli, Bangalore"
4+,3.60 Crore,Resale,3997 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur Attibele Road, Bangalore"
3,1.50 Crore,New Property,1921 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur Attibele Road, Bangalore"
2,68.13 Lakh,New Property,1185 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore."
3,92.40 Lakh,New Property,1607 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore."
4+,13 Crores,New Property,4800 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
1,18.63 Lakh,New Property,330 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore."
1,30.50 Lakh,New Property,610 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kengeri, Bangalore."
2,33.75 Lakh,New Property,675 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kengeri, Bangalore."
2,66.25 Lakh,New Property,1165 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Electronic City Phase II, Bangalore."
1,39.03 Lakh,New Property,697 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Doddaballapur Road, Bangalore."
3,1.93 Crore,New Property,2438 Sq.Ft.,Ready To Move,10-Dec-2024,Broker,Yes," Chikkavaderapura, Bangalore"
3,70 Lakhs,Resale,1224 Sq.Ft.,Ready To Move,09-Dec-2024,Broker,Yes," Bagaluru, Bangalore"
1,55 Lakhs,New Property,632 Sq.Ft.,Ready To Move,07-Dec-2024,Broker,Yes," Rayasandra, Bangalore"
4,6.21 Crore,New Property,3720 Sq.Ft.,Ready To Move,07-Dec-2024,Broker,No," Old Madras Road, Bangalore"
2,2.76 Crore,New Property,1730 Sq.Ft.,Ready To Move,10-Dec-2024,Broker,Yes," Jayanagar, Bangalore"
3,73.90 Lakh,New Property,1548 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,Yes," Kengeri, Bangalore"
1,50.12 Lakh,New Property,529 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kanakapura Road, Bangalore."
3,1.50 Crore,New Property,1921 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur Attibele Road, Bangalore"
2,68.13 Lakh,New Property,1185 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore."
3,92.40 Lakh,New Property,1607 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore."
1,19.57 Lakh,New Property,540 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur, Bangalore."
1,18.63 Lakh,New Property,330 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore."
3,86.99 Lakh,New Property,1560 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Electronic City Phase II, Bangalore."
1,30.50 Lakh,New Property,610 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kengeri, Bangalore."
2,33.75 Lakh,New Property,675 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kengeri, Bangalore."
