,NumberOfBHK,Price,Transaction,Availability,PostedBy,ReraApproved,AreaName,BuiltUpArea_sqft
1884,2,5806000,New Property,Ready To Move,Broker,No, Hennur Road,1003
1885,1,1863000,New Property,Ready To Move,Broker,No, Whitefield,330
1886,2,9132000,New Property,Ready To Move,Broker,No, Hennur Road,1146
1887,2,6563000,New Property,Ready To Move,Broker,No, Whitefield,1191
1888,1,2976000,New Property,Ready To Move,Broker,No, Electronic City Phase II,470
1889,2,8403000,New Property,Ready To Move,Broker,No, Whitefield,1305
1890,3,16500000,Resale,Ready To Move,Broker,No, Sarjapur Road,1490
1891,2,18000000,Resale,Ready To Move,Broker,No, Thanisandra,1280
1892,3,17400000,New Property,Ready To Move,Broker,No, Whitefield,1690
1893,3,42500000,New Property,Ready To Move,Broker,No, Marathahalli-Sarjapur Outer R,2315
1894,3,17300000,New Property,Ready To Move,Broker,No, Raja Rajeshwari Nagar,1600
1895,3,9500000,New Property,Ready To Move,Broker,No, Kanakapura Road,1125
1896,3,17800000,New Property,Ready To Move,Broker,No, HSR Layout,1806
1897,2,10400000,New Property,Ready To Move,Broker,No, HSR Layout,1059
1898,2,10200000,New Property,Ready To Move,Broker,No, Sahakara Nagar,1225
1899,3,18500000,New Property,Ready To Move,Broker,No, S,1872
1900,2,12000000,New Property,Ready To Move,Broker,No, Medahalli,1259
1901,3,8958000,New Property,Ready To Move,Broker,No, Kanakapura Road,1436
1902,3,15200000,New Property,Ready To Move,Broker,No, Medahalli,1695
1903,3,30000000,New Property,Ready To Move,Broker,No, Yeshwanthpur,1409
1904,4,41700000,New Property,Ready To Move,Broker,No, Yeshwanthpur,1898
1905,4+,27200000,New Property,Ready To Move,Broker,No, Whitefield,1970
1906,2,7400000,New Property,Ready To Move,Broker,No, Hosur Road,1025
1907,2,8291000,New Property,Ready To Move,Broker,No, Whitefield,1109
1908,3,11000000,New Property,Ready To Move,Broker,No, Whitefield,1532
1909,3,24000000,New Property,Ready To Move,Broker,No, Electronic City Phase II,1650
1910,3,28000000,New Property,Ready To Move,Broker,No, Hebbal,1750
1911,3,11500000,New Property,Ready To Move,Broker,No, Attibele,2400
1912,2,8435000,New Property,Ready To Move,Broker,No, Bommanahalli,1205
1913,3,6511000,Resale,Ready To Move,Broker,No, Off Sarjapur road,1346
1914,3,11200000,New Property,Ready To Move,Broker,No, BCMC Layout,1452
1915,3,20500000,New Property,Ready To Move,Broker,No, Whitefield,1564
1916,3,17000000,New Property,Ready To Move,Broker,No, Sarjapur Road,2076
1917,3,4821000,New Property,Ready To Move,Broker,No, Sarjapur,1373
1918,3,10600000,New Property,Ready To Move,Broker,No, Electronic City,1844
1919,2,2900000,New Property,Ready To Move,Broker,No, Sarjapur,800
1920,1,2048000,New Property,Ready To Move,Broker,No, Sarjapur,565
1921,2,6552000,New Property,Ready To Move,Broker,No, Sampigehalli,1260
1922,3,9648000,New Property,Ready To Move,Broker,No, Hebbal,1206
1923,3,12600000,New Property,Ready To Move,Broker,No, Sarjapur,1629
1924,2,3900000,New Property,Ready To Move,Broker,No, Chandapura,980
1925,3,5040000,New Property,Ready To Move,Broker,No, Sarjapur Attibele Road,1440
1926,2,8600000,New Property,Ready To Move,Broker,No, Raja Rajeshwari Nagar,1260
1927,3,14300000,New Property,Ready To Move,Broker,No, Bannerghatta Road,1519
1928,2,11400000,New Property,Ready To Move,Broker,No, Thanisandra,1055
1929,2,6500000,New Property,Ready To Move,Broker,No, KR Puram,1162
1930,3,12800000,New Property,Ready To Move,Broker,No, Hebbal,1395
1931,2,9291000,New Property,Ready To Move,Broker,No, Nallurhalli,1006
1932,2,7683000,Resale,Ready To Move,Broker,No, Tumkur Road,1085
1933,3,17500000,New Property,Ready To Move,Broker,No, Doddaballapur Road,1573
1934,3,15600000,New Property,Ready To Move,Broker,No, Chamarajpet,1704
1935,3,18000000,New Property,Ready To Move,Broker,No, Banashankari,1612
1936,3,13700000,New Property,Ready To Move,Broker,No, HSR Layout,1470
1937,2,13000000,Resale,Ready To Move,Broker,No, International Airport Road,1206
1938,1,7500000,New Property,Ready To Move,Broker,No, Chikkavaderapura,656
1939,1,2652000,New Property,Ready To Move,Broker,No, Sarjapur,600
1940,3,9408000,New Property,Ready To Move,Broker,No, Sarjapur Road,1920
1941,3,13000000,New Property,Ready To Move,Broker,No, Old Madras Road,1687
1942,2,5180000,New Property,Ready To Move,Broker,No, Hoskote,850
1943,3,12400000,New Property,Ready To Move,Broker,No, Whitefield,1371
1944,3,15600000,New Property,Ready To Move,Broker,No, Kannamangala,1950
1945,3,17800000,New Property,Ready To Move,Broker,No, HSR Layout,1806
1946,2,10400000,New Property,Ready To Move,Broker,No, HSR Layout,1059
1947,2,10200000,New Property,Ready To Move,Broker,No, Sahakara Nagar,1225
1948,3,8958000,New Property,Ready To Move,Broker,No, Kanakapura Road,1436
1949,3,15200000,New Property,Ready To Move,Broker,No, Medahalli,1695
1950,3,30000000,New Property,Ready To Move,Broker,No, Yeshwanthpur,1409
1951,2,7400000,New Property,Ready To Move,Broker,No, Hosur Road,1025
1952,2,8291000,New Property,Ready To Move,Broker,No, Whitefield,1109
1953,3,4800000,Resale,Ready To Move,Broker,No, Dasanapura,1200
1954,2,9000000,New Property,Ready To Move,Broker,No, Devanahalli,1080
1955,3,10300000,Resale,Ready To Move,Broker,No, Kanakapura Road,1790
1956,2,10500000,New Property,Ready To Move,Broker,No, Sarjapur Road,1161
1957,3,22000000,New Property,Ready To Move,Broker,No, Whitefield,1568
1958,4+,65000000,New Property,Ready To Move,Broker,No, Devanahalli,4900
1959,2,13000000,New Property,Ready To Move,Broker,No, Bannerghatta Road,1109
1960,2,7500000,New Property,Ready To Move,Broker,No, Sarjapur Road,1114
1961,3,18600000,New Property,Ready To Move,Broker,No, Chikkavaderapura,1950
1962,3,16000000,New Property,Ready To Move,Broker,No, HSR Layout,1534
1963,3,14500000,New Property,Ready To Move,Broker,No, Bannerghatta Road,1335
1964,2,6800000,New Property,Ready To Move,Broker,No, Raja Rajeshwari Nagar,905
1965,3,14500000,New Property,Ready To Move,Broker,No, Bannerghatta Road,1335
1966,2,13000000,New Property,Ready To Move,Broker,No, Whitefield,1111
1967,2,4850000,New Property,Ready To Move,Broker,No, Mysore Road,883
1968,2,11500000,New Property,Ready To Move,Broker,No, Medahalli,1100
1969,3,21700000,New Property,Ready To Move,Broker,No, Hebbal,1655
1970,3,7999000,New Property,Ready To Move,Broker,No, Whitefield,1518
1971,3,8000000,New Property,Ready To Move,Broker,No, Hosur Road,1201
1972,2,4472000,New Property,Ready To Move,Broker,No, Chandapura,1006
1973,2,5523000,New Property,Ready To Move,Broker,No, Electronic City Phase I,1100
1974,3,12800000,New Property,Ready To Move,Broker,No, Banashankari,1700
1975,4,46000000,Resale,Ready To Move,Broker,No, Whitefield,2555
1976,2,14800000,Resale,Ready To Move,Broker,No, Whitefield,1047
1977,3,22000000,New Property,Ready To Move,Broker,No, Whitefield,1568
1978,3,20700000,Resale,Ready To Move,Broker,No, Chikkagubbi Village,1730
1979,2,7500000,New Property,Ready To Move,Broker,No, Kanakapura Road,1290
1980,4+,47500000,New Property,Ready To Move,Broker,No, Bannerghatta Road,4000
1981,2,4787000,New Property,Ready To Move,Broker,No, Electronic City,1185
1982,3,22400000,New Property,Ready To Move,Broker,No, Whitefield,1461
1983,3,13000000,New Property,Ready To Move,Broker,No, Raja Rajeshwari Nagar,1531
1984,3,12000000,New Property,Ready To Move,Broker,No, Kanakapura Road,1308
1985,3,13000000,New Property,Ready To Move,Broker,No, KR Puram,1434
1986,2,6999000,New Property,Ready To Move,Broker,No, Devanahalli,950
1987,3,5342000,New Property,Ready To Move,Broker,No, Sarjapur Road,1395
1988,2,4737000,New Property,Ready To Move,Broker,No, Sarjapur Road,1008
1989,3,10200000,New Property,Ready To Move,Broker,No, Kanakapura Road,1583
1990,3,8888000,New Property,Ready To Move,Broker,No, Off Sarjapur road,1475
1991,2,9493000,New Property,Ready To Move,Broker,No, Nagavara,1195
1992,3,3198000,New Property,Ready To Move,Broker,No, Yeshwanthpur,1267
1993,3,11000000,New Property,Ready To Move,Broker,No, Whitefield,1532
1994,3,8800000,New Property,Ready To Move,Broker,No, Chandapura,1410
1995,2,14200000,New Property,Ready To Move,Broker,No, Rachenahalli,1290
1996,3,32200000,New Property,Ready To Move,Broker,No, Yeshwanthpur,2260
1997,3,10800000,New Property,Ready To Move,Broker,No, Anjanapura,1403
1998,2,14200000,New Property,Ready To Move,Broker,No, Mysore Road,1223
1999,2,5861000,New Property,Ready To Move,Broker,No, Electronic City,1170
2000,3,35000000,Resale,Ready To Move,Broker,No, Old Madras Road,3125
2001,3,17000000,New Property,Ready To Move,Broker,No, Kanakapura Road,1710
2002,2,5500000,New Property,Ready To Move,Broker,No, Sarjapur Attibele Road,1150
2003,3,6575000,New Property,Ready To Move,Broker,No, Jigani,1252
2004,3,9250000,New Property,Ready To Move,Broker,No, Sarjapur,1475
2005,1,4103000,New Property,Ready To Move,Broker,No, International Airport Road,777
2006,2,6766000,New Property,Ready To Move,Broker,No, Electronic City Phase I,1080
2007,3,13000000,New Property,Ready To Move,Broker,No, Sarjapur Road,1424
2008,1,3775000,New Property,Ready To Move,Broker,No, Whitefield,733
2009,2,6000000,New Property,Ready To Move,Broker,No, Electronic City Phase I,945
2010,2,5697000,New Property,Ready To Move,Broker,No, Raja Rajeshwari Nagar,1055
2011,3,3314000,New Property,Ready To Move,Broker,No, Sarjapur Road,947
2012,1,5407000,New Property,Ready To Move,Broker,No, Whitefield,670
2013,3,7800000,New Property,Ready To Move,Broker,No, Whitefield,1460
2014,2,4929000,New Property,Ready To Move,Broker,No, Kogilu,1060
2015,3,10700000,New Property,Ready To Move,Broker,No, Whitefield,1715
2016,2,6500000,New Property,Ready To Move,Broker,No, Whitefield,759
2017,3,10100000,New Property,Ready To Move,Broker,No, Raja Rajeshwari Nagar,1500
2018,3,10400000,New Property,Ready To Move,Broker,No, Devanahalli,1651
2019,3,13600000,New Property,Ready To Move,Broker,No, Kannamangala,1756
2020,3,18700000,Resale,Ready To Move,Broker,No, Off Sarjapur road,1517
2021,3,10600000,New Property,Ready To Move,Broker,No, Sarjapur Road,1700
2022,2,8403000,New Property,Ready To Move,Broker,No, Whitefield,1305
2023,2,6290000,New Property,Ready To Move,Broker,No, Electronic City Phase I,1045
2024,3,9527000,New Property,Ready To Move,Broker,No, Whitefield,1657
2025,2,8055000,New Property,Ready To Move,Broker,No, Kanakapura Road,900
2026,2,7583000,New Property,Ready To Move,Broker,No, Hebbal,1046
2027,2,7700000,New Property,Ready To Move,Broker,No, Mysore Road,1153
2028,2,11500000,New Property,Ready To Move,Broker,No, Kanakapura Road,1063
2029,2,6500000,New Property,Ready To Move,Broker,No, Kanakapura Road,900
2030,3,14900000,New Property,Ready To Move,Broker,No, Munnekollal,1528
2031,2,5280000,New Property,Ready To Move,Broker,No, Sarjapur Road,1200
2032,3,16600000,New Property,Ready To Move,Broker,No, Sarjapur Road,1705
2033,3,17000000,New Property,Ready To Move,Broker,No, Sarjapur Road,1387
2034,3,6204000,New Property,Ready To Move,Broker,No, Sarjapur Road,1410
2035,3,16500000,New Property,Ready To Move,Broker,No, Hebbal,1418
2036,2,5200000,New Property,Ready To Move,Broker,No, Mysore Road,1108
2037,2,8500000,New Property,Ready To Move,Broker,No, Kanakapura Road,900
2038,2,13900000,New Property,Ready To Move,Broker,No, Sarjapur Road,1185
2039,4+,21500000,New Property,Ready To Move,Broker,No, Budigere,1991
2040,3,5800000,Resale,Ready To Move,Broker,No, Uttarahalli,1050
2041,2,6422000,New Property,Ready To Move,Broker,No, Hennur Road,1092
2042,3,9650000,Resale,Ready To Move,Broker,No, Devanahalli,1273
2043,3,8670000,New Property,Ready To Move,Broker,No, Sarjapur,1700
2044,3,14000000,New Property,Ready To Move,Broker,No, Hosur Road,1500
2045,3,6235000,New Property,Ready To Move,Broker,No, International Airport Road,1450
2046,2,6693000,New Property,Ready To Move,Broker,No, Sarjapur Road,985
2047,2,5523000,New Property,Ready To Move,Broker,No, Electronic City Phase I,1100
2048,3,10700000,New Property,Ready To Move,Broker,No, KR Puram,1423
2049,3,7237000,New Property,Ready To Move,Broker,No, Electronic City Phase I,1455
2050,3,7382000,New Property,Ready To Move,Broker,No, Electronic City Phase I,1485
2051,3,7940000,New Property,Ready To Move,Broker,No, Electronic City Phase I,1600
2052,3,13000000,New Property,Ready To Move,Broker,No, Sarjapur Road,1465
2053,4+,65000000,New Property,Ready To Move,Broker,No, Whitefield,4200
2054,3,24000000,New Property,Ready To Move,Broker,No, Bannerghatta Road,1800
2055,2,8800000,New Property,Ready To Move,Broker,No, Hebbal,1100
2056,3,18900000,New Property,Ready To Move,Broker,No, Kanakapura Road,1937
2057,3,7346000,New Property,Ready To Move,Broker,No, International Airport Road,1484
2058,3,17700000,Resale,Ready To Move,Broker,No, Rachenahalli,1580
2059,3,40000000,New Property,Ready To Move,Broker,No, Jakkur,2491
2060,2,6895000,New Property,Ready To Move,Broker,No, Devanahalli,948
2061,2,8500000,Resale,Ready To Move,Broker,No, Chamarajpet,994
2062,3,20000000,New Property,Ready To Move,Broker,No, Sarjapur,1599
2063,3,10800000,New Property,Ready To Move,Broker,No, JP Nagar Phase 9,1403
2064,3,20000000,New Property,Ready To Move,Broker,No, Sarjapur Road,1641
2065,3,10200000,New Property,Ready To Move,Broker,No, Old Madras Road,1656
2066,2,7642000,New Property,Ready To Move,Broker,No, Kogilu,1200
2067,2,8000000,New Property,Ready To Move,Broker,No, Kanakapura Road,1019
2068,3,7200000,New Property,Ready To Move,Broker,No, Sarjapur Attibele Road,1400
2069,2,8056000,New Property,Ready To Move,Broker,No, Bellandur,1230
2070,2,6800000,New Property,Ready To Move,Broker,No, Whitefield,1275
2071,2,4600000,New Property,Ready To Move,Broker,No, Jigani,1045
2072,3,24000000,New Property,Ready To Move,Broker,No, Bannerghatta Road,1800
2073,2,11300000,New Property,Ready To Move,Broker,No, Thanisandra,1060
2074,3,22700000,New Property,Ready To Move,Broker,No, Bannerghatta Road,1792
2075,2,8800000,New Property,Ready To Move,Broker,No, Hebbal,1100
2076,3,18900000,New Property,Ready To Move,Broker,No, Kanakapura Road,1937
2077,3,7346000,New Property,Ready To Move,Broker,No, International Airport Road,1484
2078,2,5376000,New Property,Ready To Move,Broker,No, Sarjapur Attibele Road,1120
2079,4+,38000000,New Property,Ready To Move,Broker,No, Kanakapura Road,2966
2080,2,11000000,New Property,Ready To Move,Broker,No, Sarjapur Road,1185
2081,2,6476000,Resale,Ready To Move,Broker,No, Doddaballapur Road,1273
2082,3,12500000,New Property,Ready To Move,Broker,No, Sarjapur Road,1440
2083,2,8547000,New Property,Ready To Move,Broker,No, Raja Rajeshwari Nagar,1265
2084,2,13400000,New Property,Ready To Move,Broker,No, Sarjapur Road,1360
2085,2,4600000,New Property,Ready To Move,Broker,No, Jigani,1045
2086,2,11300000,New Property,Ready To Move,Broker,No, Thanisandra,1060
2087,3,22700000,New Property,Ready To Move,Broker,No, Bannerghatta Road,1792
2088,3,11500000,Resale,Ready To Move,Individual,No, Millers Road,1447
2089,2,10000000,New Property,Ready To Move,Broker,Yes, Yelahanka,1277
2090,2,9207000,New Property,Ready To Move,Broker,Yes, Yelahanka,1157
2091,3,13000000,New Property,Ready To Move,Broker,Yes, Yelahanka,1677
2092,3,11000000,New Property,Ready To Move,Broker,Yes, Yelahanka,1413
2093,1,7500000,New Property,Ready To Move,Broker,No, Raja Rajeshwari Nagar,630
2094,3,20000000,New Property,Ready To Move,Broker,No, Electronic City Phase II,1700
2095,3,10600000,New Property,Ready To Move,Broker,No, Dommasandra Varthur Road,1705
2096,3,21000000,New Property,Ready To Move,Broker,No, Whitefield,1520
2097,2,7800000,New Property,Ready To Move,Broker,No, Devanahalli,905
2098,2,700000,New Property,Ready To Move,Broker,No, Hennur Road,1215
2099,3,20500000,New Property,Ready To Move,Broker,No, Magadi Road,1353
